File,Class,IOU Threshold,GT Dist,Pred Dist,Pred-gt,Absolute Relative Error,GT Box 1,GT Box 2,GT Box 3,GT Box 4,Pred Box 1,Pred Box 2,Pred Box 3,Pred Box 4
004662.png,Car,0.5,9,9.240,0.240,0.027,305,189,552,332,317,168,524,326
001771.png,Car,0.5,25,29.127,4.127,0.165,443,174,511,218,449,168,511,214
003138.png,Car,0.5,34,25.053,-8.947,0.263,584,174,622,211,579,166,619,214
007088.png,Car,0.5,7,10.314,3.314,0.473,807,172,1123,363,822,168,1080,350
007435.png,Car,0.5,4,7.822,3.822,0.955,903,157,1241,374,948,143,1193,375
005139.png,Car,0.5,29,28.006,-0.994,0.034,496,172,544,209,490,169,545,217
007027.png,Car,0.5,28,42.977,14.977,0.535,1034,156,1129,202,1067,154,1134,202
004434.png,Car,0.5,31,27.631,-3.369,0.109,482,177,537,214,476,171,532,212
006055.png,Car,0.5,4,7.858,3.858,0.964,0,199,330,374,34,192,289,360
002157.png,Car,0.5,51,39.989,-11.011,0.216,598,178,622,201,597,170,622,198
004119.png,Car,0.5,19,30.617,11.617,0.611,0,180,122,245,3,182,77,242
002318.png,Car,0.5,14,15.660,1.660,0.119,771,160,940,254,765,159,896,244
000052.png,Car,0.5,19,39.592,20.592,1.084,710,180,802,243,723,180,798,235
001812.png,Car,0.5,37,32.472,-4.528,0.122,654,172,730,202,667,164,724,205
001786.png,Car,0.5,45,56.176,11.176,0.248,600,172,628,200,600,172,627,197
002495.png,Car,0.5,31,31.066,0.066,0.002,642,175,688,212,637,171,692,212
000489.png,Car,0.5,29,34.382,5.382,0.186,191,193,289,234,185,184,258,236
005704.png,Car,0.5,28,33.195,5.195,0.186,1031,195,1143,241,1052,186,1127,243
000428.png,Car,0.5,33,28.482,-4.518,0.137,543,162,586,206,542,159,594,204
001969.png,Car,0.5,11,11.613,0.613,0.056,758,185,1017,290,758,169,908,286
001145.png,Car,0.5,18,18.495,0.495,0.027,150,193,295,261,144,185,271,266
002272.png,Car,0.5,10,10.631,0.631,0.063,279,190,480,314,285,173,474,314
001360.png,Car,0.5,17,17.840,0.840,0.049,377,178,517,245,401,168,538,244
005784.png,Car,0.5,7,8.172,1.172,0.167,0,197,295,374,54,185,269,357
004985.png,Car,0.5,12,12.422,0.422,0.035,151,200,356,305,169,197,332,298
001206.png,Car,0.5,17,17.991,0.991,0.058,394,179,507,251,421,159,524,245
005371.png,Car,0.5,34,31.005,-2.995,0.088,643,176,686,211,634,168,693,215
005541.png,Car,0.5,8,15.959,7.959,0.995,0,162,116,352,10,159,83,317
006764.png,Car,0.5,18,24.964,6.964,0.387,683,181,766,244,687,172,768,247
001618.png,Car,0.5,44,34.121,-9.879,0.225,653,177,706,203,648,162,708,204
005381.png,Car,0.5,7,8.497,1.497,0.214,959,189,1241,359,969,174,1198,375
001848.png,Car,0.5,6,8.342,2.342,0.390,827,169,1241,374,878,149,1151,370
003566.png,Car,0.5,8,7.266,-0.734,0.092,542,170,709,328,534,173,721,337
006224.png,Car,0.5,14,13.335,-0.665,0.048,239,176,412,264,287,181,411,249
002385.png,Car,0.5,9,9.302,0.302,0.034,22,198,302,342,44,179,282,337
004752.png,Car,0.5,3,5.663,2.663,0.888,898,190,1241,374,935,155,1214,375
003037.png,Car,0.5,34,25.640,-8.360,0.246,585,172,622,209,579,163,621,215
002923.png,Car,0.5,32,43.028,11.028,0.345,90,182,185,220,121,177,187,225
001898.png,Car,0.5,16,11.794,-4.206,0.263,593,179,698,255,593,176,696,252
003215.png,Car,0.5,27,28.581,1.581,0.059,608,174,678,215,611,168,670,215
005178.png,Car,0.5,19,17.283,-1.717,0.090,158,185,291,250,143,180,269,268
003758.png,Car,0.5,25,27.786,2.786,0.111,704,169,779,223,714,165,780,227
003109.png,Car,0.5,36,27.758,-8.242,0.229,582,175,621,206,573,167,622,202
000706.png,Car,0.5,35,34.259,-0.741,0.021,525,181,558,214,511,178,561,211
004632.png,Car,0.5,21,26.187,5.187,0.247,420,182,505,236,431,174,498,243
001593.png,Car,0.5,24,25.561,1.561,0.065,519,178,583,241,534,181,597,237
005695.png,Car,0.5,33,23.637,-9.363,0.284,424,171,523,206,452,159,517,210
002753.png,Car,0.5,12,10.818,-1.182,0.098,744,182,897,282,742,174,863,275
007297.png,Car,0.5,39,28.292,-10.708,0.275,540,175,589,204,534,159,594,205
003037.png,Car,0.5,46,37.028,-8.972,0.195,274,180,321,205,265,173,314,209
003566.png,Car,0.5,27,25.903,-1.097,0.041,1143,176,1241,219,1139,170,1239,250
005687.png,Car,0.5,38,30.010,-7.990,0.210,636,179,672,208,631,169,670,211
002662.png,Car,0.5,36,28.417,-7.583,0.211,474,182,548,213,483,174,543,219
007091.png,Car,0.5,31,31.114,0.114,0.004,525,181,565,217,521,179,574,214
003894.png,Car,0.5,28,27.564,-0.436,0.016,601,184,650,223,601,175,660,227
001349.png,Car,0.5,11,12.632,1.632,0.148,798,177,1002,290,788,164,938,283
001647.png,Car,0.5,12,12.993,0.993,0.083,214,195,404,303,229,186,394,300
002422.png,Car,0.5,19,26.156,7.156,0.377,737,171,818,235,741,164,806,231
000585.png,Car,0.5,43,37.504,-5.496,0.128,519,177,553,203,522,175,547,204
002973.png,Car,0.5,32,25.799,-6.201,0.194,343,177,436,213,353,168,416,223
003302.png,Car,0.5,19,29.305,10.305,0.542,452,176,536,246,465,173,534,247
003746.png,Car,0.5,17,17.367,0.367,0.022,675,180,761,246,674,171,783,244
003746.png,Car,0.5,37,33.384,-3.616,0.098,491,182,532,216,490,181,538,215
003189.png,Car,0.5,41,44.171,3.171,0.077,539,177,575,206,539,175,564,204
004985.png,Car,0.5,17,22.203,5.203,0.306,300,194,414,265,332,193,404,257
005716.png,Car,0.5,38,29.443,-8.557,0.225,520,178,556,211,506,173,561,212
005754.png,Car,0.5,13,13.510,0.510,0.039,326,189,455,275,347,182,451,277
004985.png,Car,0.5,24,32.944,8.944,0.373,810,153,932,206,854,151,929,205
004331.png,Car,0.5,20,19.474,-0.526,0.026,901,133,1108,206,929,135,1068,212
004433.png,Car,0.5,10,7.922,-2.078,0.208,757,179,971,311,777,179,968,331
003984.png,Car,0.5,6,3.705,-2.295,0.383,0,188,153,374,0,165,153,368
005417.png,Car,0.5,15,22.104,7.104,0.474,75,194,269,283,104,192,254,280
005135.png,Car,0.5,26,28.798,2.798,0.108,658,176,713,220,655,174,708,216
001855.png,Car,0.5,17,18.486,1.486,0.087,180,187,327,255,172,182,314,272
007048.png,Car,0.5,18,20.716,2.716,0.151,1138,176,1241,248,1114,178,1215,255
005867.png,Car,0.5,40,37.535,-2.465,0.062,420,186,502,214,430,170,501,221
003701.png,Car,0.5,34,25.367,-8.633,0.254,584,174,622,211,579,164,620,216
005120.png,Car,0.5,2,6.486,4.486,2.243,1032,188,1241,374,1039,154,1239,375
004344.png,Car,0.5,42,34.123,-7.877,0.188,206,185,268,210,210,178,264,216
003355.png,Car,0.5,45,33.544,-11.456,0.255,549,177,579,202,547,171,583,212
001898.png,Car,0.5,7,4.634,-2.366,0.338,0,117,352,374,38,130,316,374
002181.png,Car,0.5,19,22.557,3.557,0.187,586,178,654,233,585,168,646,230
002978.png,Car,0.5,31,34.961,3.961,0.128,654,176,700,220,646,166,710,223
004326.png,Car,0.5,11,8.730,-2.270,0.206,44,183,375,286,113,175,346,316
002181.png,Car,0.5,25,27.128,2.128,0.085,442,174,538,220,467,171,532,222
001143.png,Car,0.5,33,33.512,0.512,0.016,383,178,439,212,378,176,429,214
002340.png,Car,0.5,31,26.979,-4.021,0.130,308,171,402,215,315,168,384,222
000231.png,Car,0.5,41,31.395,-9.605,0.234,311,184,355,210,314,170,355,221
004301.png,Car,0.5,41,34.248,-6.752,0.165,560,178,593,207,564,172,592,211
006248.png,Car,0.5,26,26.042,0.042,0.002,572,172,621,220,580,167,615,219
005781.png,Car,0.5,17,17.337,0.337,0.020,746,180,872,251,750,179,863,249
000403.png,Car,0.5,18,16.431,-1.569,0.087,644,166,727,243,656,163,724,251
001614.png,Car,0.5,15,13.535,-1.465,0.098,447,162,635,272,463,166,619,264
006144.png,Car,0.5,33,33.318,0.318,0.010,579,175,620,212,584,172,614,213
006520.png,Car,0.5,9,11.339,2.339,0.260,0,160,200,303,15,161,195,317
005461.png,Car,0.5,9,12.687,3.687,0.410,0,171,172,305,19,145,200,329
005417.png,Car,0.5,20,27.052,7.052,0.353,231,189,350,250,248,186,326,242
006947.png,Car,0.5,45,48.831,3.831,0.085,640,178,675,206,647,173,673,200
006273.png,Car,0.5,17,15.140,-1.860,0.109,608,175,716,247,613,171,713,252
004705.png,Car,0.5,45,41.993,-3.007,0.067,365,186,416,212,363,182,410,215
006706.png,Car,0.5,44,37.507,-6.493,0.148,388,179,436,205,400,172,433,209
003758.png,Car,0.5,9,6.839,-2.161,0.240,153,179,382,324,187,171,376,339
001328.png,Car,0.5,34,35.101,1.101,0.032,116,189,209,221,137,171,207,220
007458.png,Car,0.5,16,11.993,-4.007,0.250,202,170,420,243,240,165,390,254
003056.png,Car,0.5,16,12.088,-3.912,0.244,722,176,828,249,737,168,852,260
005704.png,Car,0.5,26,34.177,8.177,0.314,897,194,1001,235,918,181,1002,242
006172.png,Car,0.5,18,27.124,9.124,0.507,444,184,528,252,455,177,521,246
006562.png,Car,0.5,4,8.096,4.096,1.024,1130,166,1241,374,1118,158,1242,375
000142.png,Car,0.5,7,6.757,-0.243,0.035,0,197,273,374,56,175,261,369
004864.png,Car,0.5,42,42.661,0.661,0.016,581,172,610,202,581,163,607,198
004277.png,Car,0.5,37,31.953,-5.047,0.136,599,163,641,195,592,163,642,198
003041.png,Car,0.5,14,11.289,-2.711,0.194,674,186,792,274,677,172,782,276
003879.png,Car,0.5,28,33.165,5.165,0.184,412,175,527,214,449,171,514,217
001136.png,Car,0.5,11,10.252,-0.748,0.068,751,178,941,292,748,164,933,325
002832.png,Car,0.5,17,18.454,1.454,0.086,89,192,256,259,86,184,207,265
004691.png,Car,0.5,12,13.954,1.954,0.163,158,181,411,276,194,155,392,304
003271.png,Car,0.5,35,29.518,-5.482,0.157,529,176,582,209,520,170,580,214
005371.png,Car,0.5,37,33.036,-3.964,0.107,492,182,533,215,491,181,538,212
005166.png,Car,0.5,18,31.662,13.662,0.759,764,171,851,241,774,168,848,224
005876.png,Car,0.5,8,7.371,-0.629,0.079,0,195,319,374,123,167,325,372
001370.png,Car,0.5,18,27.958,9.958,0.553,585,181,657,240,591,167,658,249
004238.png,Car,0.5,19,24.522,5.522,0.291,453,185,534,246,469,180,535,242
002907.png,Car,0.5,28,25.240,-2.760,0.099,570,170,616,215,577,161,613,219
000007.png,Car,0.5,47,47.314,0.314,0.007,481,180,512,202,482,173,510,199
006983.png,Car,0.5,19,17.727,-1.273,0.067,226,190,345,250,226,184,342,251
002151.png,Car,0.5,21,27.577,6.577,0.313,280,182,383,238,305,180,367,238
001859.png,Car,0.5,7,9.459,2.459,0.351,851,181,1207,374,894,176,1151,351
006895.png,Car,0.5,41,41.669,0.669,0.016,431,188,474,213,426,181,472,211
000974.png,Car,0.5,44,48.308,4.308,0.098,600,176,629,204,603,171,628,198
006838.png,Car,0.5,24,21.714,-2.286,0.095,561,179,615,233,572,175,620,227
000564.png,Car,0.5,8,10.935,2.935,0.367,247,194,501,370,264,180,491,356
005008.png,Car,0.5,4,5.301,1.301,0.325,0,210,179,375,10,173,170,372
001767.png,Car,0.5,23,28.983,5.983,0.260,708,178,809,230,731,177,792,224
006389.png,Car,0.5,21,37.996,16.996,0.809,718,169,840,225,757,168,831,226
003744.png,Car,0.5,4,8.072,4.072,1.018,847,186,1241,374,870,187,1172,375
002194.png,Car,0.5,28,33.015,5.015,0.179,440,179,530,217,446,171,519,227
005269.png,Car,0.5,26,31.029,5.029,0.193,429,188,499,233,433,182,497,239
000531.png,Car,0.5,17,19.386,2.386,0.140,938,163,1109,242,974,157,1096,237
000707.png,Car,0.5,37,33.558,-3.442,0.093,523,182,564,211,522,177,571,214
005917.png,Car,0.5,14,14.852,0.852,0.061,726,180,924,264,758,179,902,267
002470.png,Car,0.5,28,25.289,-2.711,0.097,570,170,615,215,577,161,612,219
001241.png,Car,0.5,29,33.293,4.293,0.148,790,168,881,207,795,165,856,215
000284.png,Car,0.5,29,27.135,-1.865,0.064,406,185,515,223,416,173,483,225
000140.png,Car,0.5,28,29.253,1.253,0.045,685,170,744,209,675,154,743,211
003758.png,Car,0.5,5,3.995,-1.005,0.201,0,178,274,374,27,177,269,357
002832.png,Car,0.5,10,22.770,12.770,1.277,0,187,47,289,3,168,41,300
002683.png,Car,0.5,46,27.617,-18.383,0.400,436,170,475,199,426,165,475,198
000540.png,Car,0.5,25,20.815,-4.185,0.167,390,179,482,224,401,178,464,239
005366.png,Car,0.5,10,10.236,0.236,0.024,0,189,182,310,3,174,187,335
007123.png,Car,0.5,15,19.309,4.309,0.287,237,187,465,261,304,174,442,273
003799.png,Car,0.5,17,26.794,9.794,0.576,381,161,489,228,395,162,469,223
005053.png,Car,0.5,11,10.297,-0.703,0.064,305,178,485,300,333,176,471,286
003984.png,Car,0.5,10,6.077,-3.923,0.392,27,157,343,293,48,137,307,328
000666.png,Car,0.5,33,33.322,0.322,0.010,878,160,947,195,888,151,952,201
002272.png,Car,0.5,45,44.140,-0.860,0.019,550,178,575,203,549,177,576,204
002460.png,Car,0.5,6,9.927,3.927,0.654,0,163,244,374,21,173,217,338
001838.png,Car,0.5,20,25.864,5.864,0.293,546,191,631,243,546,181,624,244
000361.png,Car,0.5,21,22.750,1.750,0.083,329,193,424,248,347,187,423,241
002281.png,Car,0.5,15,14.688,-0.312,0.021,316,164,483,259,375,170,498,252
004758.png,Car,0.5,19,26.018,7.018,0.369,595,178,662,241,594,174,660,243
000284.png,Car,0.5,16,19.878,3.878,0.242,686,185,795,256,693,185,794,261
004632.png,Car,0.5,25,27.115,2.115,0.085,605,171,651,217,609,166,646,218
000243.png,Car,0.5,15,13.059,-1.941,0.129,598,177,678,248,597,170,684,254
001307.png,Car,0.5,31,31.628,0.628,0.020,610,164,655,201,614,163,645,201
003652.png,Car,0.5,19,32.874,13.874,0.730,728,173,833,251,742,178,811,245
007208.png,Car,0.5,31,35.245,4.245,0.137,681,184,727,218,684,173,742,221
000376.png,Car,0.5,46,42.424,-3.576,0.078,580,181,607,208,587,177,604,210
007274.png,Car,0.5,49,45.727,-3.273,0.067,524,183,556,204,531,176,554,206
004326.png,Car,0.5,25,29.243,4.243,0.170,658,179,717,226,651,173,711,226
006588.png,Car,0.5,18,18.439,0.439,0.024,564,171,642,242,562,164,653,245
003147.png,Car,0.5,3,10.812,7.812,2.604,0,161,109,374,0,170,77,375
001385.png,Car,0.5,46,39.457,-6.543,0.142,537,181,569,204,539,175,564,204
001780.png,Car,0.5,13,11.479,-1.521,0.117,861,190,1098,277,890,166,1106,322
006814.png,Car,0.5,2,4.734,2.734,1.367,0,213,245,374,45,202,273,375
003746.png,Car,0.5,33,31.136,-1.864,0.056,645,175,689,212,636,170,694,217
003565.png,Car,0.5,6,8.287,2.287,0.381,122,194,451,374,160,166,418,368
007248.png,Car,0.5,22,25.751,3.751,0.171,400,175,515,226,399,170,465,226
001155.png,Car,0.5,27,26.733,-0.267,0.010,649,183,703,225,645,166,707,227
001593.png,Car,0.5,3,6.618,3.618,1.206,0,215,377,374,1,111,374,375
001618.png,Car,0.5,20,24.676,4.676,0.234,456,184,536,243,481,174,546,245
001295.png,Car,0.5,36,32.009,-3.991,0.111,511,173,552,204,497,160,551,204
006005.png,Car,0.5,18,16.107,-1.893,0.105,256,177,449,242,297,180,443,269
000032.png,Car,0.5,9,8.485,-0.515,0.057,178,189,435,344,199,151,391,346
005881.png,Car,0.5,17,16.392,-0.608,0.036,483,174,595,242,489,168,588,246
002845.png,Car,0.5,18,32.443,14.443,0.802,646,170,739,242,658,169,735,247
006055.png,Car,0.5,26,24.435,-1.565,0.060,496,177,554,227,513,174,553,218
001770.png,Car,0.5,52,41.786,-10.214,0.196,596,178,620,200,596,170,620,200
003745.png,Car,0.5,33,27.610,-5.390,0.163,587,174,625,211,592,166,627,216
005941.png,Car,0.5,39,34.845,-4.155,0.107,522,182,561,212,524,179,571,212
004644.png,Car,0.5,24,34.451,10.451,0.435,267,189,363,242,281,182,352,235
000798.png,Car,0.5,13,17.192,4.192,0.322,991,135,1199,233,1050,136,1207,228
000450.png,Car,0.5,17,14.344,-2.656,0.156,771,187,937,251,760,172,903,258
000857.png,Car,0.5,17,26.006,9.006,0.530,0,213,139,290,5,207,102,285
007066.png,Car,0.5,58,46.195,-11.805,0.204,686,171,711,190,684,166,710,192
003901.png,Car,0.5,38,35.033,-2.967,0.078,655,172,693,205,656,167,707,202
000191.png,Car,0.5,25,35.535,10.535,0.421,206,187,303,230,201,184,269,231
006589.png,Car,0.5,23,27.675,4.675,0.203,708,167,789,226,712,164,778,226
003382.png,Car,0.5,26,25.708,-0.292,0.011,672,180,722,221,663,168,723,223
001854.png,Car,0.5,66,59.746,-6.254,0.095,541,174,562,193,541,166,561,191
000666.png,Car,0.5,26,23.189,-2.811,0.108,372,176,478,219,384,170,451,228
003003.png,Car,0.5,47,48.778,1.778,0.038,541,170,569,192,542,166,565,192
002684.png,Car,0.5,60,57.420,-2.580,0.043,559,166,583,191,563,169,587,191
005695.png,Car,0.5,10,10.329,0.329,0.033,732,180,923,308,727,170,868,284
002194.png,Car,0.5,21,31.874,10.874,0.518,397,178,511,232,416,173,487,228
002072.png,Car,0.5,19,18.843,-0.157,0.008,512,171,584,237,513,170,579,230
002385.png,Car,0.5,18,25.305,7.305,0.406,329,184,451,249,346,182,427,245
002128.png,Car,0.5,37,40.511,3.511,0.095,601,180,634,209,602,180,630,207
004326.png,Car,0.5,19,17.535,-1.465,0.077,293,176,438,243,308,165,441,245
002789.png,Car,0.5,22,26.323,4.323,0.197,686,176,772,229,694,169,762,228
004782.png,Car,0.5,4,5.430,1.430,0.358,931,195,1241,374,954,167,1193,373
000348.png,Car,0.5,10,8.187,-1.813,0.181,726,184,914,309,723,182,875,304
005758.png,Car,0.5,48,50.085,2.085,0.043,273,171,319,194,273,168,305,194
001898.png,Car,0.5,25,28.750,3.750,0.150,377,179,435,229,381,173,447,223
000774.png,Car,0.5,44,47.944,3.944,0.090,633,148,661,174,633,145,661,174
002482.png,Car,0.5,36,28.021,-7.979,0.222,848,178,883,208,840,169,882,214
007123.png,Car,0.5,8,5.303,-2.697,0.337,884,176,1241,325,891,152,1141,320
002573.png,Car,0.5,10,9.098,-0.902,0.090,747,175,917,297,759,165,907,296
004151.png,Car,0.5,60,45.312,-14.688,0.245,552,181,576,200,558,176,577,202
002163.png,Car,0.5,54,38.690,-15.310,0.284,402,182,442,204,400,174,437,211
003302.png,Car,0.5,46,40.108,-5.892,0.128,585,176,612,203,587,170,606,201
001838.png,Car,0.5,6,13.045,7.045,1.174,0,214,165,374,0,204,156,375
007005.png,Car,0.5,7,15.522,8.522,1.217,0,205,120,366,0,200,117,336
001264.png,Car,0.5,29,23.555,-5.445,0.188,589,175,633,219,592,165,632,220
005189.png,Car,0.5,11,11.306,0.306,0.028,760,156,1057,262,787,129,996,279
004337.png,Car,0.5,54,57.999,3.999,0.074,657,168,697,192,661,168,695,194
004140.png,Car,0.5,56,53.514,-2.486,0.044,378,183,414,205,377,178,399,206
003595.png,Car,0.5,1,4.088,3.088,3.088,0,245,126,374,0,133,117,375
005291.png,Car,0.5,21,25.500,4.500,0.214,696,173,752,227,688,165,752,230
005223.png,Car,0.5,17,16.462,-0.538,0.032,438,182,532,257,451,163,547,253
004375.png,Car,0.5,3,5.120,2.120,0.707,0,201,386,373,0,118,396,374
005178.png,Car,0.5,23,32.285,9.285,0.404,726,165,828,223,746,163,811,219
003298.png,Car,0.5,4,8.066,4.066,1.017,842,188,1241,374,887,157,1169,375
005053.png,Car,0.5,18,31.131,13.131,0.729,229,185,353,248,250,182,322,243
004758.png,Car,0.5,16,16.235,0.235,0.015,725,177,878,249,749,178,861,248
004792.png,Car,0.5,36,33.126,-2.874,0.080,398,180,449,211,395,175,445,214
005189.png,Car,0.5,14,14.855,0.855,0.061,99,151,340,227,170,144,319,243
003652.png,Car,0.5,25,31.106,6.106,0.244,715,185,778,229,714,178,776,238
005120.png,Car,0.5,8,5.979,-2.021,0.253,825,137,1196,369,826,153,1088,332
002140.png,Car,0.5,32,30.766,-1.234,0.039,577,176,619,214,581,168,614,212
006530.png,Car,0.5,33,31.338,-1.662,0.050,671,158,752,193,668,152,729,200
003799.png,Car,0.5,30,31.002,1.002,0.033,483,158,531,195,494,154,530,198
003405.png,Car,0.5,16,20.270,4.270,0.267,63,212,168,290,71,200,169,288
003984.png,Car,0.5,37,28.322,-8.678,0.235,436,175,507,215,438,172,501,219
006134.png,Car,0.5,28,25.276,-2.724,0.097,570,170,615,214,574,158,615,212
004369.png,Car,0.5,8,5.516,-2.484,0.310,0,188,280,322,44,175,286,352
004331.png,Car,0.5,17,24.893,7.893,0.464,356,185,474,259,395,190,467,258
002824.png,Car,0.5,8,11.614,3.614,0.452,146,200,465,374,188,193,422,357
007050.png,Car,0.5,41,34.009,-6.991,0.171,230,180,285,207,227,166,284,205
006520.png,Car,0.5,57,47.733,-9.267,0.163,458,179,494,201,464,172,492,200
006389.png,Car,0.5,38,32.114,-5.886,0.155,402,173,452,209,390,175,441,212
004632.png,Car,0.5,2,7.987,5.987,2.994,0,224,173,374,0,212,150,375
002788.png,Car,0.5,12,17.013,5.013,0.418,0,187,211,311,19,178,194,324
006470.png,Car,0.5,23,29.128,6.128,0.266,403,184,468,241,399,181,475,236
002138.png,Car,0.5,22,27.559,5.559,0.253,783,168,841,225,779,156,838,212
002468.png,Car,0.5,16,15.766,-0.234,0.015,694,178,812,254,697,165,786,251
005498.png,Car,0.5,21,16.205,-4.795,0.228,115,185,260,241,130,182,279,270
001618.png,Car,0.5,2,6.664,4.664,2.332,0,210,210,374,1,201,188,375
002683.png,Car,0.5,11,10.325,-0.675,0.061,767,167,979,276,765,167,897,283
005008.png,Car,0.5,12,10.539,-1.461,0.122,246,186,434,289,262,171,417,283
001254.png,Car,0.5,20,30.634,10.634,0.532,38,197,141,258,52,194,126,255
002788.png,Car,0.5,22,24.921,2.921,0.133,269,186,375,242,277,180,358,242
002495.png,Car,0.5,11,11.362,0.362,0.033,306,182,484,303,293,173,474,319
003041.png,Car,0.5,23,35.753,12.753,0.554,357,181,462,232,366,180,431,237
006562.png,Car,0.5,50,30.371,-19.629,0.393,648,172,704,195,660,165,709,200
001555.png,Car,0.5,17,17.734,0.734,0.043,379,188,487,256,379,178,479,270
005589.png,Car,0.5,5,7.747,2.747,0.549,801,204,1241,374,799,141,1232,375
003172.png,Car,0.5,41,40.838,-0.162,0.004,341,179,418,205,351,161,412,204
001780.png,Car,0.5,7,8.515,1.515,0.216,0,180,246,342,15,173,214,343
000049.png,Car,0.5,17,18.906,1.906,0.112,194,174,341,241,213,170,339,245
006310.png,Car,0.5,17,15.256,-1.744,0.103,120,208,242,277,110,186,240,280
007087.png,Car,0.5,16,12.385,-3.615,0.226,716,185,832,259,714,177,822,270
005353.png,Car,0.5,19,16.650,-2.350,0.124,597,174,664,239,598,166,655,244
001780.png,Car,0.5,19,13.258,-5.742,0.302,290,171,460,240,303,174,450,255
001138.png,Car,0.5,17,16.546,-0.454,0.027,572,173,656,249,571,177,652,249
004750.png,Car,0.5,43,50.989,7.989,0.186,564,173,599,200,560,168,593,195
006218.png,Car,0.5,58,44.255,-13.745,0.237,614,168,637,188,617,162,638,189
002758.png,Car,0.5,50,45.826,-4.174,0.083,540,184,565,203,541,176,564,204
004772.png,Car,0.5,51,39.282,-11.718,0.230,598,177,622,199,599,171,622,199
006055.png,Car,0.5,8,10.206,2.206,0.276,988,154,1241,301,976,134,1194,282
007475.png,Car,0.5,19,25.446,6.446,0.339,271,193,375,255,303,193,369,254
005420.png,Car,0.5,20,21.630,1.630,0.082,475,173,555,229,479,163,545,229
005917.png,Car,0.5,29,28.382,-0.618,0.021,290,170,392,216,282,169,357,226
007074.png,Car,0.5,42,36.492,-5.508,0.131,629,168,661,194,629,153,661,196
000323.png,Car,0.5,29,29.099,0.099,0.003,768,171,813,210,772,157,814,207
003012.png,Car,0.5,44,32.132,-11.868,0.270,553,175,596,202,552,161,606,201
000531.png,Car,0.5,34,42.627,8.627,0.254,675,164,716,202,668,154,721,195
003310.png,Car,0.5,6,12.660,6.660,1.110,0,130,105,374,9,159,99,369
002385.png,Car,0.5,3,5.641,2.641,0.880,926,180,1241,374,948,155,1217,375
000583.png,Car,0.5,37,38.032,1.032,0.028,324,189,385,221,331,182,376,216
002832.png,Car,0.5,40,30.358,-9.642,0.241,408,172,456,207,409,169,457,202
003758.png,Car,0.5,26,29.048,3.048,0.117,451,174,538,217,466,172,533,230
005381.png,Car,0.5,17,15.185,-1.815,0.107,800,182,974,252,823,179,975,270
006389.png,Car,0.5,32,29.445,-2.555,0.080,688,173,761,209,702,174,760,223
002340.png,Car,0.5,17,14.779,-2.221,0.131,184,177,377,244,207,172,356,254
003984.png,Car,0.5,18,15.296,-2.704,0.150,673,178,761,251,677,173,775,247
006871.png,Car,0.5,38,36.407,-1.593,0.042,658,176,690,203,656,171,701,199
000323.png,Car,0.5,29,34.063,5.063,0.175,905,154,956,203,902,160,951,199
001143.png,Car,0.5,12,14.246,2.246,0.187,0,195,208,300,48,193,187,282
005453.png,Car,0.5,52,48.893,-3.107,0.060,548,171,610,193,558,162,606,191
004778.png,Car,0.5,39,33.772,-5.228,0.134,505,178,544,209,505,174,555,211
001812.png,Car,0.5,19,15.566,-3.434,0.181,711,173,842,233,713,171,832,248
006317.png,Car,0.5,36,46.826,10.826,0.301,542,175,573,205,550,173,576,199
001136.png,Car,0.5,16,15.874,-0.126,0.008,700,178,814,249,702,167,817,242
003894.png,Car,0.5,6,9.628,3.628,0.605,0,210,335,374,40,181,309,367
003984.png,Car,0.5,24,29.202,5.202,0.217,656,184,718,228,653,176,708,225
005754.png,Car,0.5,31,30.701,-0.299,0.010,560,176,602,215,564,173,598,216
001936.png,Car,0.5,20,28.983,8.983,0.449,240,190,352,249,282,184,354,245
002978.png,Car,0.5,10,9.586,-0.414,0.041,736,177,934,308,754,174,908,302
006707.png,Car,0.5,17,16.616,-0.384,0.023,397,182,587,255,434,171,571,255
002352.png,Car,0.5,38,31.324,-6.676,0.176,445,184,495,214,439,172,501,217
005371.png,Car,0.5,18,15.051,-2.949,0.164,671,179,753,242,663,172,765,245
007392.png,Car,0.5,34,35.497,1.497,0.044,867,161,931,195,857,148,926,202
004401.png,Car,0.5,9,10.994,1.994,0.222,727,192,943,337,746,179,927,330
005155.png,Car,0.5,42,48.920,6.920,0.165,599,174,630,203,606,174,625,203
002181.png,Car,0.5,17,13.470,-3.530,0.208,348,177,505,239,377,171,497,247
006146.png,Car,0.5,2,5.952,3.952,1.976,902,189,1241,374,943,139,1193,375
004119.png,Car,0.5,48,45.925,-2.075,0.043,626,172,701,195,638,167,691,199
001093.png,Car,0.5,7,11.755,4.755,0.679,0,193,379,374,36,174,329,357
004623.png,Car,0.5,52,54.846,2.846,0.055,695,173,742,197,696,168,724,196
006814.png,Car,0.5,38,32.100,-5.900,0.155,632,175,668,206,627,166,674,200
001812.png,Car,0.5,49,38.105,-10.895,0.222,435,180,472,201,437,172,467,200
002157.png,Car,0.5,35,28.800,-6.200,0.177,529,182,568,214,530,171,566,213
005379.png,Car,0.5,23,26.295,3.295,0.143,501,174,573,232,503,173,563,229
006871.png,Car,0.5,15,14.864,-0.136,0.009,94,195,262,269,81,188,218,277
000714.png,Car,0.5,18,17.714,-0.286,0.016,182,193,374,264,209,187,342,269
